"","Orthogroup","Esox.x","Okisu.x","Oketa.x","Omykiss.x","Onerka.x","Otsch.x","Salar.x","Ogorb.x","Total","Esox.y","Okisu.y","Oketa.y","Omykiss.y","Onerka.y","Otsch.y","Salar.y","Ogorb.y"
"154","OG0000717",2,3,2,3,3,3,3,3,22,"XP_010901984.1, XP_012987932.2","XP_020319499.1, XP_031647743.1, XP_031688056.1","XP_035637021.1, XP_035639682.1","XP_036789130.1, XP_036813752.1, XP_036843311.1","XP_029499474.1, XP_029522445.1, XP_029526115.1","XP_024250513.1, XP_042183060.1, XP_042184180.1","XP_014011731.1, XP_014051545.1, XP_014062563.1","XP_046172078.1, XP_046175690.1, XP_046184490.1"
"155","OG0000718",2,3,2,3,4,3,3,2,22,"XP_010900625.1, XP_019911971.2","XP_020314246.1, XP_020361548.1, XP_031681383.1","XP_035594090.1, XP_035597180.1","XP_021422380.2, XP_021471234.2, XP_036806889.1","XP_029477532.1, XP_029510246.1, XP_029510491.1, XP_029519811.1","XP_024230917.1, XP_024240675.1, XP_042185564.1","XP_013989637.1, XP_013990589.1, XP_014000932.1","XP_046199234.1, XP_046221152.1"
"156","OG0000719",2,3,2,3,3,3,3,3,22,"XP_010872713.2, XP_010900633.1","XP_020315391.1, XP_020361541.1, XP_031679793.1","XP_035594078.1, XP_035597185.1","XP_021422389.2, XP_021471229.1, XP_036840275.1","XP_029477526.1, XP_029510064.1, XP_029519807.1","XP_024230909.1, XP_024240687.1, XP_024263099.1","XP_013990597.1, XP_014000927.1, XP_014040268.1","XP_046194094.1, XP_046199228.1, XP_046221140.1"
"157","OG0000720",2,3,2,3,3,3,2,4,22,"XP_010874179.3, XP_034143285.1","XP_020314310.1, XP_031649735.1, XP_031658455.1","XP_035594023.1, XP_035597279.1","XP_021422526.2, XP_021471168.1, XP_036806832.1","XP_029477383.1, XP_029504432.1, XP_029519705.1","XP_024230801.2, XP_024240801.1, XP_042185688.1","XP_013989563.1, XP_013990387.1","XP_046168141.1, XP_046197805.1, XP_046199158.1, XP_046221018.1"
"158","OG0000722",2,3,2,3,3,3,3,3,22,"XP_010880207.1, XP_034151999.1","XP_020327857.1, XP_020338737.1, XP_020347820.1","XP_035633267.1, XP_035652486.1","XP_021425410.1, XP_021465187.2, XP_036803436.1","XP_029477188.1, XP_029529762.1, XP_029539577.1","XP_024237109.1, XP_042160019.1, XP_042180234.1","XP_013988760.1, XP_013990146.1, XP_014021955.1","XP_046167625.1, XP_046198697.1, XP_046220173.1"
"159","OG0000723",2,3,2,3,3,3,3,3,22,"XP_028969824.1, XP_034151661.1","XP_020346252.1, XP_031649908.1, XP_031680967.1","XP_035633532.1, XP_035652767.1","XP_021425109.2, XP_036839453.1, XP_036843960.1","XP_029520077.1, XP_029532123.1, XP_029539295.1","XP_024230664.1, XP_042155283.1, XP_042180334.1","XP_013989080.1, XP_014001681.1, XP_014022071.1","XP_046166204.1, XP_046198469.1, XP_046199490.1"
"160","OG0000728",2,3,3,3,3,3,3,2,22,"XP_019911289.2, XP_034151675.1","XP_020314234.1, XP_020344273.1, XP_020362504.1","XP_035595064.1, XP_035595885.1, XP_035633824.1","XP_021421609.2, XP_036806212.1, XP_036844574.1","XP_029478459.1, XP_029507931.1, XP_029539028.1","XP_024232045.1, XP_024232455.1, XP_024239765.1","XP_013988139.1, XP_013991020.1, XP_014002375.1","XP_046167774.1, XP_046221995.1"
"161","OG0000729",2,3,1,3,3,3,4,3,22,"XP_010895452.1, XP_012987167.2","XP_020331895.2, XP_031650701.1, XP_031659701.1","XP_035643406.1","XP_036803715.1, XP_036822335.1, XP_036844898.1","XP_029506975.1, XP_029512065.1, XP_029512701.1","XP_024261818.1, XP_042155745.1, XP_042160242.1","NP_001139934.1, XP_013989694.1, XP_014002974.1, XP_014042803.1","XP_046189287.1, XP_046216587.1, XP_046220645.1"
"162","OG0000731",2,3,2,3,4,3,3,2,22,"XP_010878189.1, XP_028972398.1","XP_020338088.1, XP_020360195.1, XP_031651084.1","XP_035601016.1, XP_035605156.1","XP_021426838.1, XP_021466732.2, XP_036830340.1","XP_029489768.1, XP_029516369.1, XP_029521097.1, XP_029526786.1","XP_024261112.2, XP_024281439.1, XP_024299617.1","NP_001158828.1, XP_014005921.1, XP_014028774.1","XP_046174729.1, XP_046180849.1"
"163","OG0000733",2,3,2,3,2,3,3,4,22,"XP_010891027.4, XP_019906033.3","XP_020361354.1, XP_031644390.1, XP_031667775.1","XP_035649419.1, XP_035650857.1","XP_021427340.1, XP_036790895.1, XP_036826566.1","XP_029513765.1, XP_029519567.1","XP_024251905.1, XP_024297699.1, XP_042169766.1","XP_013997512.1, XP_014032436.1, XP_014057745.1","XP_046181362.1, XP_046192983.1, XP_046193066.1, XP_046218422.1"
"164","OG0000734",2,3,2,3,2,3,4,3,22,"XP_010869596.1, XP_028972524.1","XP_031648337.1, XP_031680216.1, XP_031694010.1","XP_035600912.1, XP_035611062.1","XP_021426958.2, XP_021464396.1, XP_036834882.1","XP_029516264.1, XP_029521815.1","XP_024299739.1, XP_042178602.1, XP_042179916.1","XP_013979242.1, XP_013985005.1, XP_014005778.1, XP_014007173.1","XP_046155764.1, XP_046175546.1, XP_046179654.1"
"165","OG0000736",2,3,2,3,3,3,3,3,22,"XP_010890019.1, XP_010902878.1","XP_020328987.1, XP_020364447.2, XP_031692089.1","XP_035597876.1, XP_035611800.1","XP_021418243.1, XP_021475850.2, XP_036842485.1","XP_029482117.1, XP_029499158.1, XP_029516919.1","XP_024248394.1, XP_024255631.1, XP_024292083.1","XP_013996894.1, XP_014015100.1, XP_014036804.1","XP_046148843.1, XP_046178153.1, XP_046210989.1"
"166","OG0000738",2,3,2,3,3,3,3,3,22,"XP_010865065.2, XP_034147908.1","XP_020311329.1, XP_020319722.1, XP_031647142.1","XP_035637182.1, XP_035646315.1","XP_021420047.2, XP_021474629.1, XP_036820956.1","XP_029511382.1, XP_029524636.1, XP_029524914.1","XP_024234870.1, XP_042152448.1, XP_042165103.1","XP_013979291.1, XP_014019151.1, XP_014051349.1","XP_046149572.1, XP_046170649.1, XP_046181925.1"
"167","OG0000739",2,3,1,3,4,3,3,3,22,"XP_012987465.1, XP_019897324.2","XP_020321971.1, XP_031652733.1, XP_031662828.1","XP_035656284.1","XP_021418427.2, XP_036822055.1, XP_036841438.1","XP_029497938.1, XP_029499627.1, XP_029502254.1, XP_029517075.1","XP_024247877.1, XP_024290954.1, XP_042154651.1","XP_013994739.1, XP_014015331.1, XP_014044625.1","XP_046178078.1, XP_046211877.1, XP_046216459.1"
"168","OG0000740",2,3,3,3,3,3,3,2,22,"XP_028971973.2, XP_028974119.1","XP_020322225.1, XP_031662845.1, XP_031691966.1","XP_035613913.1, XP_035643877.1, XP_035656015.1","XP_021418458.2, XP_021468866.2, XP_036822360.1","XP_029479654.1, XP_029498404.1, XP_029517120.1","XP_024247488.1, XP_024268859.1, XP_042184691.1","XP_013995433.1, XP_014036508.1, XP_014046184.1","XP_046211915.1, XP_046215982.1"
"169","OG0000741",2,3,1,3,3,4,3,3,22,"XP_010892349.2, XP_028972151.1","XP_031652755.1, XP_031663076.1, XP_031692296.1","XP_035644044.1","XP_021445086.1, XP_036790566.1, XP_036801566.1","XP_029479511.1, XP_029508005.1, XP_029509564.1","XP_024247335.1, XP_042154621.1, XP_042164670.1, XP_042172086.1","XP_014015370.1, XP_014037299.1, XP_014045970.1","XP_046149009.1, XP_046211373.1, XP_046215837.1"
"170","OG0000742",2,3,1,3,3,3,3,4,22,"XP_010898226.1, XP_012986681.2","XP_020338401.1, XP_031645022.1, XP_031650847.1","XP_035610679.1","XP_021464787.1, XP_036809514.1, XP_036826765.1","XP_029511298.1, XP_029512031.1, XP_029525542.1","XP_024282170.1, XP_042150979.1, XP_042166048.1","NP_001167085.1, XP_013998759.1, XP_013998796.1","XP_046174423.1, XP_046183202.1, XP_046197652.1, XP_046217232.1"
"171","OG0000743",2,2,3,3,3,3,3,3,22,"NP_001291123.1, XP_010879893.1","XP_020339087.1, XP_020344992.1","XP_035633358.1, XP_035633704.1, XP_035652916.1","XP_021465640.1, XP_036806274.1, XP_036806489.1","XP_029533904.1, XP_029539127.1, XP_029539509.1","XP_024233348.1, XP_024236461.1, XP_024283116.1","XP_013988288.1, XP_013988853.1, XP_014022585.1","XP_046166962.1, XP_046167430.1, XP_046198279.1"
"172","OG0000747",2,3,2,3,3,3,3,3,22,"XP_010893514.2, XP_034147516.1","XP_020320305.1, XP_031645765.1, XP_031653513.1","XP_035601129.1, XP_035637147.1","XP_036789199.1, XP_036798622.1, XP_036825872.1","XP_029509494.1, XP_029517597.1, XP_029525986.1","XP_042158839.1, XP_042165647.1, XP_042181793.1","XP_014051392.1, XP_014055518.1, XP_014068109.1","XP_046151124.1, XP_046170946.1, XP_046179273.1"
"173","OG0000748",3,4,0,4,3,2,4,2,22,"XP_019900148.2, XP_028978028.1, XP_028979145.1","XP_031667028.1, XP_031676969.1, XP_031683872.1, XP_031690731.1","","XP_036794732.1, XP_036795845.1, XP_036797320.1, XP_036804826.1","XP_029481635.1, XP_029492704.1, XP_029512982.1","XP_042163199.1, XP_042172533.1","XP_013985761.1, XP_014037421.1, XP_014040089.1, XP_014049402.1","XP_046162737.1, XP_046186257.1"
"174","OG0000749",2,3,2,3,3,3,3,3,22,"XP_010892270.1, XP_010898409.1","XP_031658128.1, XP_031663462.1, XP_031665163.1","XP_035631972.1, XP_035642292.1","XP_021446686.1, XP_021458192.1, XP_036836275.1","XP_029476398.1, XP_029494456.1, XP_029508669.1","XP_024236291.1, XP_024256888.1, XP_024274125.1","XP_013984118.1, XP_013988168.1, XP_014030305.1","XP_046173746.1, XP_046202530.1, XP_046226028.1"
"175","OG0000750",2,3,2,3,3,3,3,3,22,"XP_010864376.2, XP_010864533.1","XP_020313607.2, XP_020321138.1, XP_020346084.1","XP_035592425.1, XP_035628632.1","XP_021445909.1, XP_021457627.2, XP_021477835.1","XP_029504759.1, XP_029504863.1, XP_029544756.1","XP_024237543.2, XP_024253999.1, XP_024293938.1","NP_001133539.1, XP_013983481.1, XP_013998828.1","XP_046146232.1, XP_046172907.1, XP_046207355.1"
"176","OG0000752",2,3,2,3,3,3,3,3,22,"NP_001290960.1, XP_010875769.1","XP_020313084.1, XP_020321500.1, XP_020325973.1","XP_035628785.1, XP_035641214.1","NP_001154102.1, XP_021446465.1, XP_021461365.1","XP_029493419.1, XP_029506823.1, XP_029511134.1","XP_024237091.1, XP_024252606.1, XP_024273061.1","XP_013983827.1, XP_013989622.1, XP_014027163.1","XP_046173953.1, XP_046203585.1, XP_046224184.1"
"177","OG0000753",2,3,2,3,3,3,3,3,22,"XP_010874736.2, XP_010875826.1","XP_020327198.1, XP_020340733.1, XP_031685960.1","XP_035591900.1, XP_035641502.1","XP_021461643.1, XP_021477170.2, XP_021478760.2","XP_029484055.1, XP_029493635.1, XP_029533889.1","XP_024273285.1, XP_024287053.1, XP_024294572.1","XP_013993642.1, XP_014015610.1, XP_014027454.1","XP_046161215.1, XP_046203345.1, XP_046206612.1"
"178","OG0000754",2,3,3,3,2,3,3,3,22,"XP_012992542.2, XP_028980397.2","XP_020324293.1, XP_020344300.1, XP_031658206.1","XP_035591098.1, XP_035632169.1, XP_035640855.1","XP_021458361.2, XP_036791446.1, XP_036835388.1","XP_029493126.1, XP_029510236.1","XP_024295150.1, XP_042158135.1, XP_042176326.1","XP_013985855.1, XP_014016254.1, XP_014027587.1","XP_046203885.1, XP_046204525.1, XP_046225829.1"
"179","OG0000755",2,3,1,3,3,2,6,2,22,"XP_028979340.1, XP_034152266.1","XP_020345168.1, XP_031668222.1, XP_031675773.1","XP_035591434.1","XP_036791497.1, XP_036819329.1, XP_036837076.1","XP_029503478.1, XP_029512224.1, XP_029533437.1","XP_024295107.2, XP_042174746.1","XP_013983207.1, XP_013983210.1, XP_014016176.1, XP_014031761.1, XP_014037488.1, XP_014041347.1","XP_046190147.1, XP_046206151.1"
"180","OG0000760",2,3,0,3,2,4,5,3,22,"XP_034149011.1, XP_034149171.1","XP_031647129.1, XP_031663415.1, XP_031664692.1","","XP_036821266.1, XP_036823424.1, XP_036845329.1","XP_029504070.1, XP_029509754.1","XP_042150914.1, XP_042150915.1, XP_042165665.1, XP_042167635.1","XP_013985329.1, XP_013985330.1, XP_014019128.1, XP_014019129.1, XP_014053856.1","XP_046149598.1, XP_046173212.1, XP_046186783.1"
"181","OG0000761",2,1,0,3,2,4,6,4,22,"XP_019903602.2, XP_034148985.1","XP_031665467.1","","XP_036823276.1, XP_036823621.1, XP_036824194.1","XP_029501356.1, XP_029501358.1","XP_024290379.1, XP_024290382.1, XP_042165573.1, XP_042167606.1","NP_001139959.1, XP_013985269.1, XP_014041027.1, XP_014041337.1, XP_014041408.1, XP_014041409.1","XP_046173848.1, XP_046173892.1, XP_046174085.1, XP_046174174.1"
"182","OG0000765",2,3,0,3,3,3,4,4,22,"XP_019904059.3, XP_028977046.2","XP_031646977.1, XP_031652192.1, XP_031664962.1","","XP_036817915.1, XP_036821754.1, XP_036823625.1","XP_029503699.1, XP_029510658.1, XP_029511227.1","XP_042152294.1, XP_042153521.1, XP_042167184.1","XP_014018822.1, XP_014018860.1, XP_014037586.1, XP_014070618.1","XP_046149775.1, XP_046172313.1, XP_046173065.1, XP_046197130.1"
"183","OG0000770",2,3,2,3,3,3,3,3,22,"XP_010873094.1, XP_010902876.1","XP_020309345.1, XP_020348969.1, XP_031683157.1","XP_035602677.1, XP_035603219.1","XP_021413370.1, XP_021420953.1, XP_021480492.1","XP_029484626.1, XP_029491627.1, XP_029508530.1","XP_024242702.1, XP_024245906.1, XP_024288923.1","XP_014014278.1, XP_014048331.1, XP_014059559.1","XP_046162116.1, XP_046186750.1, XP_046225126.1"
"184","OG0000771",2,3,2,3,3,3,3,3,22,"XP_010873126.2, XP_034147996.1","XP_020310082.1, XP_020348975.2, XP_031683183.1","XP_035602962.1, XP_035603247.1","XP_021413393.1, XP_021421006.2, XP_021480524.1","XP_029481225.1, XP_029485450.1, XP_029491659.1","XP_024245930.1, XP_024288950.1, XP_042161192.1","XP_014014199.1, XP_014048360.1, XP_014059607.1","XP_046160704.1, XP_046186624.1, XP_046225174.1"
"185","OG0000773",2,3,2,3,3,3,3,3,22,"XP_010876431.2, XP_010890554.1","XP_020321818.1, XP_020350724.2, XP_031679317.1","XP_035610099.1, XP_035653414.1","NP_001118069.1, XP_021465598.1, XP_036823860.1","XP_029476021.1, XP_029496588.1, XP_029525412.1","XP_024280480.1, XP_024282043.1, XP_042167553.1","NP_001135218.1, XP_013983747.1, XP_014058256.1","XP_046173997.1, XP_046209772.1, XP_046214706.1"
"186","OG0000776",2,3,3,3,2,3,3,3,22,"XP_010899325.1, XP_028977686.1","XP_020342240.1, XP_031654746.1, XP_031687194.1","XP_035602458.1, XP_035627237.1, XP_035635129.1","XP_021412648.1, XP_021423564.2, XP_021480992.1","XP_029507043.1, XP_029537754.1","XP_024252261.1, XP_024289246.1, XP_024296350.1","NP_001134397.1, XP_014030244.1, XP_014059056.1","XP_046162001.1, XP_046166116.1, XP_046187617.1"
"187","OG0000783",2,3,2,3,3,3,3,3,22,"XP_010876963.1, XP_010880812.1","XP_020343409.2, XP_020356993.1, XP_020362608.1","XP_035599117.1, XP_035607860.1","XP_021429731.1, XP_021440801.1, XP_036832090.1","XP_029531603.1, XP_029532144.1, XP_029543688.1","XP_024234325.1, XP_024268621.1, XP_024286071.1","XP_014048787.1, XP_014061531.1, XP_014066563.1","XP_046154908.1, XP_046163882.1, XP_046220569.1"
"188","OG0000784",2,3,3,3,3,3,2,3,22,"NP_001291111.1, NP_001291120.1","XP_020310585.1, XP_020352375.1, XP_031684658.1","XP_035599062.1, XP_035631163.1, XP_035649762.1","XP_021429792.1, XP_021456666.1, XP_021467992.1","XP_029487556.1, XP_029509197.1, XP_029543749.1","XP_024276450.1, XP_024292881.1, XP_042156898.1","NP_001134354.1, XP_014061425.1","XP_046147901.1, XP_046154875.1, XP_046164101.1"
"189","OG0000788",2,3,2,3,3,3,3,3,22,"XP_034148756.1, XP_034150083.1","XP_020338150.1, XP_031679552.1, XP_031691466.1","XP_035610432.1, XP_035634693.1","XP_021423987.2, XP_021436379.2, XP_021468648.2","XP_029496286.1, XP_029525047.1, XP_029538199.1","XP_024280852.2, XP_024299570.1, XP_042184243.1","XP_013987028.1, XP_014010334.1, XP_014061131.1","XP_046169015.1, XP_046209996.1, XP_046214376.1"
"190","OG0000791",2,3,2,3,3,3,3,3,22,"XP_010887056.1, XP_010887598.1","XP_020309654.1, XP_020316193.1, XP_020336785.1","XP_035602754.1, XP_035634894.1","XP_021412949.1, XP_021432023.1, XP_036805611.1","XP_029480690.1, XP_029480769.1, XP_029541154.1","XP_024243956.1, XP_024252386.1, XP_024298029.1","XP_013986822.1, XP_014027845.1, XP_014035429.1","XP_046165818.1, XP_046187471.1, XP_046213265.1"
"191","OG0000793",2,3,0,3,4,3,4,3,22,"XP_010877684.1, XP_010878003.2","XP_031646927.1, XP_031651373.1, XP_031651374.1","","XP_036817041.1, XP_036817592.1, XP_036820556.1","XP_029501499.1, XP_029507615.1, XP_029535908.1, XP_029537242.1","XP_042152254.1, XP_042152527.1, XP_042153489.1","XP_014018732.1, XP_014018740.1, XP_014070422.1, XP_014070550.1","XP_046149834.1, XP_046169929.1, XP_046171062.1"
"192","OG0000797",2,3,2,3,3,4,2,3,22,"XP_010880502.3, XP_010880505.2","XP_020352493.1, XP_031655945.1, XP_031693367.1","XP_035631075.1, XP_035649640.1","XP_021456527.2, XP_036841290.1, XP_036841295.1","XP_029486609.1, XP_029487697.1, XP_029532223.1","XP_024234147.1, XP_024276591.1, XP_024276594.1, XP_042156445.1","XP_014000217.1, XP_014000221.1","XP_046148028.1, XP_046149297.1, XP_046154744.1"
"193","OG0000803",2,2,2,3,4,3,3,2,21,"XP_010871754.1, XP_019896209.1","XP_020360900.1, XP_031646088.1","XP_035648891.1, XP_035651515.1","XP_021450123.1, XP_036808888.1, XP_036827322.1","XP_029481812.1, XP_029505357.1, XP_029514342.1, XP_029519040.1","XP_024297094.1, XP_042166463.1, XP_042167792.1","XP_013997909.1, XP_014033347.1, XP_014056189.1","XP_046182721.1, XP_046217870.1"
"194","OG0000806",2,3,2,3,2,3,3,3,21,"XP_010883258.1, XP_012991100.1","XP_020356059.2, XP_031649536.1, XP_031693967.1","XP_035649246.1, XP_035651106.1","XP_021427611.2, XP_036797048.1, XP_036827524.1","XP_029513981.1, XP_029521338.1","XP_024281519.2, XP_042151568.1, XP_042166464.1","XP_013997298.1, XP_014032905.1, XP_014039766.1","XP_046159001.1, XP_046183634.1, XP_046218242.1"
"195","OG0000807",2,3,1,3,3,3,3,3,21,"XP_010883232.1, XP_010895183.1","XP_020313276.1, XP_020356126.1, XP_031643100.1","XP_035649254.1","XP_021445708.1, XP_021478812.1, XP_036827421.1","XP_029476248.1, XP_029521339.1, XP_029537346.1","XP_024251709.1, XP_024261492.1, XP_024272407.1","XP_013997308.1, XP_014009831.1, XP_014057294.1","XP_046156328.1, XP_046170308.1, XP_046218340.1"
"196","OG0000811",2,3,2,3,2,3,3,3,21,"XP_010900517.2, XP_019896014.1","XP_020346696.1, XP_031657896.1, XP_031679032.1","XP_035640094.1, XP_035653759.1","XP_021433136.1, XP_021460255.1, XP_036815316.1","XP_029490793.1, XP_029522009.1","XP_024228788.1, XP_024279916.1, XP_042157736.1","XP_013981273.1, XP_014003230.1, XP_014063246.1","XP_046169196.1, XP_046184849.1, XP_046200871.1"
"197","OG0000813",2,3,1,3,3,3,3,3,21,"XP_010894778.1, XP_010901526.1","XP_020311588.1, XP_031652841.1, XP_031687754.1","XP_035640145.1","XP_021419240.2, XP_021433529.1, XP_036813484.1","XP_029486081.1, XP_029500570.1, XP_029521959.1","XP_024228758.1, XP_024262618.1, XP_042156116.1","XP_013981394.1, XP_014008446.1, XP_014063204.1","XP_046153446.1, XP_046185107.1, XP_046200482.1"
"198","OG0000815",2,3,2,3,2,3,4,2,21,"XP_010897852.2, XP_010904274.2","XP_020317207.1, XP_020317413.2, XP_031657137.1","XP_035605167.1, XP_035629357.1","NP_001268309.1, XP_036819588.1, XP_036831181.1","XP_029484664.1, XP_029501416.1","XP_024244816.1, XP_042175930.1, XP_042176039.1","XP_014019806.1, XP_014030029.1, XP_014030054.1, XP_014030076.1","XP_046219864.1, XP_046219866.1"
"199","OG0000819",2,3,1,3,3,2,4,3,21,"XP_010882594.1, XP_019907014.1","XP_031657985.1, XP_031668585.1, XP_031672990.1","XP_035646206.1","XP_021435063.1, XP_021463616.1, XP_036819433.1","XP_029501486.1, XP_029503606.1, XP_029524510.1","XP_024236063.1, XP_042172631.1","XP_013979451.1, XP_013983243.1, XP_014029571.1, XP_014029573.1","XP_046180495.1, XP_046193439.1, XP_046194886.1"
"200","OG0000822",2,3,1,3,3,3,3,3,21,"XP_028973869.2, XP_028975947.2","XP_031647163.1, XP_031684085.1, XP_031692557.1","XP_035597970.1","XP_036789510.1, XP_036810221.1, XP_036820670.1","XP_029500531.1, XP_029529746.1, XP_029544630.1","XP_042152469.1, XP_042167700.1, XP_042185638.1","XP_014050565.1, XP_014064665.1, XP_014064757.1","XP_046149560.1, XP_046163626.1, XP_046181252.1"
"201","OG0000828",2,3,2,3,2,3,3,3,21,"XP_010873954.1, XP_010879986.1","XP_020361745.1, XP_031672594.1, XP_031680976.1","XP_035596940.1, XP_035633542.1","NP_001245265.1, XP_021471477.1, XP_036803804.1","XP_029520079.1, XP_029539284.1","XP_024230674.2, XP_024256197.1, XP_042180344.1","NP_001117167.1, XP_014001675.1, XP_014022292.1","XP_046166827.1, XP_046198458.1, XP_046199492.1"
"202","OG0000834",2,4,0,3,3,3,4,2,21,"XP_010871789.1, XP_010878748.2","XP_020355713.1, XP_031650951.1, XP_031667879.1, XP_031672810.1","","XP_036791673.1, XP_036809390.1, XP_036827483.1","XP_029502863.1, XP_029503564.1, XP_029518874.1","XP_024251195.1, XP_042151099.1, XP_042171621.1","NP_001133088.1, XP_013998118.1, XP_014003314.1, XP_014045346.1","XP_046182474.1, XP_046217686.1"
"203","OG0000835",2,3,1,3,3,3,3,3,21,"XP_010872200.1, XP_034148076.1","XP_020341712.1, XP_020348667.1, XP_031655507.1","XP_035601205.1","XP_021421178.1, XP_036793873.1, XP_036824634.1","XP_029485583.1, XP_029491147.1, XP_029542538.1","XP_042161112.1, XP_042177920.1, XP_042183164.1","XP_014014035.1, XP_014024020.1, XP_014047794.1","XP_046159508.1, XP_046209205.1, XP_046225324.1"
"204","OG0000836",2,3,1,3,3,3,3,3,21,"XP_010865040.2, XP_010873103.1","XP_020329393.1, XP_020342079.1, XP_020342085.1","XP_035590698.1","XP_021413377.2, XP_021431783.1, XP_036794136.1","XP_029481204.1, XP_029491636.1, XP_029540329.1","XP_024245917.1, XP_024257291.1, XP_024288931.1","NP_001133428.1, XP_014034454.1, XP_014059570.1","XP_046161262.1, XP_046186440.1, XP_046212494.1"
"205","OG0000837",2,3,2,3,3,3,3,2,21,"XP_019897512.2, XP_034147370.1","XP_031652608.1, XP_031666576.1, XP_031692087.1","XP_035597877.1, XP_035625295.1","XP_021418247.2, XP_036790765.1, XP_036842484.1","XP_029482116.1, XP_029497825.1, XP_029516920.1","XP_042154734.1, XP_042164579.1, XP_042185537.1","XP_013996891.1, XP_014015097.1, XP_014036809.1","XP_046176939.1, XP_046211721.1"
"206","OG0000838",2,3,2,3,2,3,3,3,21,"XP_012995158.3, XP_019897225.3","XP_020350159.2, XP_020350160.2, XP_020364681.1","XP_035613528.1, XP_035613541.1","XP_021418415.2, XP_021418416.2, XP_021475736.2","XP_029505326.1, XP_029518533.1","XP_024248570.2, XP_024248572.2, XP_024259249.1","XP_014015316.1, XP_014036524.1, XP_014036620.1","XP_046148955.1, XP_046211016.1, XP_046211873.1"
"207","OG0000840",2,3,2,3,2,3,3,3,21,"XP_019903637.3, XP_028977395.2","XP_031651204.1, XP_031663682.1, XP_031664931.1","XP_035627430.1, XP_035636873.1","XP_036817067.1, XP_036824122.1, XP_036846351.1","XP_029476707.1, XP_029526248.1","XP_042152516.1, XP_042165586.1, XP_042167153.1","XP_013984692.1, XP_014051745.1, XP_014070937.1","XP_046172523.1, XP_046173098.1, XP_046173106.1"
"208","OG0000842",2,3,3,3,3,2,3,2,21,"XP_010876599.1, XP_010894351.1","XP_020313560.1, XP_020321890.1, XP_020346106.1","XP_035592451.1, XP_035628378.1, XP_035631575.1","XP_021446226.2, XP_021457668.1, XP_021477857.2","XP_029476154.1, XP_029505217.1, XP_029534827.1","XP_024237660.1, XP_024253042.1","XP_013983549.1, XP_013995175.1, XP_013998870.1","XP_046146176.1, XP_046173605.1"
"209","OG0000845",2,3,1,3,3,3,3,3,21,"XP_010893968.1, XP_028980654.1","XP_020314058.1, XP_031673027.1, XP_031682241.1","XP_035640724.1","XP_036793064.1, XP_036833345.1, XP_036835271.1","XP_029492882.1, XP_029503952.1, XP_029510806.1","XP_024261077.2, XP_042158127.1, XP_042176232.1","XP_013985534.1, XP_013993770.1, XP_014027958.1","XP_046161600.1, XP_046204065.1, XP_046225786.1"
"210","OG0000846",2,3,1,3,3,3,3,3,21,"XP_012990108.2, XP_019905724.2","XP_031646587.1, XP_031651089.1, XP_031671794.1","XP_035645485.1","XP_021438058.2, XP_036821404.1, XP_036823620.1","XP_029513416.1, XP_029529958.1, XP_029535881.1","XP_024300763.2, XP_042152049.1, XP_042167490.1","XP_013985270.1, XP_014018131.1, XP_014069709.1","XP_046152381.1, XP_046169687.1, XP_046173055.1"
"211","OG0000848",2,4,1,3,2,2,4,3,21,"XP_010897918.1, XP_019901827.2","XP_020309738.2, XP_020324061.1, XP_031675606.1, XP_031676109.1","XP_035606859.1","XP_021420599.1, XP_021481472.1, XP_036797679.1","XP_029485009.1, XP_029500799.1","XP_024296153.2, XP_042161374.1","XP_014013899.1, XP_014049746.1, XP_014058046.1, XP_014058059.1","XP_046160066.1, XP_046162207.1, XP_046224737.1"
"212","OG0000854",2,3,2,3,1,3,4,3,21,"XP_010872765.2, XP_010900463.1","XP_031654658.1, XP_031690193.1, XP_031691602.1","XP_035602503.1, XP_035602509.1","XP_036794902.1, XP_036796394.1, XP_036797560.1","XP_029480473.1","XP_024240919.1, XP_024252295.1, XP_042163152.1","XP_013986320.1, XP_014030913.1, XP_014049631.1, XP_014058334.1","XP_046160338.1, XP_046186053.1, XP_046195318.1"
"213","OG0000855",2,3,2,3,3,3,2,3,21,"XP_019901961.2, XP_019906225.3","XP_020308921.1, XP_031683153.1, XP_031689847.1","XP_035599886.1, XP_035604024.1","XP_036794125.1, XP_036796833.1, XP_036802466.1","XP_029480311.1, XP_029485420.1, XP_029492652.1","XP_024242735.1, XP_042168958.1, XP_042183317.1","XP_014014684.1, XP_014059548.1","XP_046161725.1, XP_046187654.1, XP_046224009.1"
"214","OG0000856",2,3,1,3,3,3,3,3,21,"XP_010873115.1, XP_010898096.3","XP_020309376.1, XP_031683171.1, XP_031689875.1","XP_035602267.1","XP_036794147.1, XP_036795590.1, XP_036802471.1","XP_029480189.1, XP_029485424.1, XP_029491655.1","XP_042161203.1, XP_042163386.1, XP_042183328.1","NP_001167288.1, XP_014014218.1, XP_014059588.1","XP_046160067.1, XP_046186369.1, XP_046225158.1"
"215","OG0000863",2,3,1,3,3,3,3,3,21,"XP_010880824.1, XP_019909963.1","XP_020343284.1, XP_020352349.1, XP_020357103.1","XP_035599282.1","NP_001117768.1, XP_021429557.1, XP_021440945.1","XP_029487525.1, XP_029531727.1, XP_029543543.1","XP_024276418.1, XP_024286205.1, XP_024292768.1","NP_001133655.1, XP_014000483.1, XP_014050679.1","XP_046147851.1, XP_046165372.1, XP_046223261.1"
